content,ref,citation
"  새누리당 하태경 국회의원 당선자는 어제 언론 인터뷰에서 “지금의 우파는 공공에 대한 사명감과 가치가 미흡한 사익(私益) 우파에 불과하다”고 일침을 놓았다. 우파가 자유민주주의와 시장경제를 일궈 대한민국의 성공에 크게 기여했지만 공공에 대한 사명감이 부족해 사익과 개인적인 출세를 추구하는 경향이 강하다는 지적이었다. 이명박 정부에서 이권을 탐하거나 부패에 연루된 인사들이 잇따라 나오는 것도 여기서 비롯되고 있다는 얘기다. 보수우파 세력이 뼈아프게 받아들여야 할 말이다. 부패가 우파만의 문제는 아니다. 김대중 대통령 시절 아들과 측근들이 줄줄이 감옥에 갔고, 노무현 전 대통령은 가족 등의 비리 수사 과정에서 비극적인 자살을 택했다. 지금의 좌파 정치권에도 비리 혐의로 수사 또는 재판의 대상이 된 인물이 적지 않다. 돈과 권력은 상호의존적이다. 권력은 돈의 유혹에 빠지기 쉽다. 돈을 가진 쪽은 권력에 기대거나 청탁으로 쉽게 문제를 해결하려 든다. 불필요한 규제와 복잡한 인허가, 돈이 많이 드는 정치도 부패를 부추긴다. 공직자와 정치인들이 툭하면 비리에 연루되고, 선거를 치르고 나면 뒤탈이 생기는 것도 이 때문이다. 객관적 지수가 보여주는 우리의 부패 실태는 참담할 정도다. 홍콩의 기업컨설팅 기관인 정치경제위험자문공사(PERK)가 올해 3월 발표한 부패 척도를 보면 한국은 아시아 16개국 가운데 11번째로 부패가 심하다. 정치인, 공무원, 관세, 인허가, 처벌제도의 실효성 문제 등이 부패를 악화시키는 주요 요인으로 지적됐다. 국제투명성기구(TI)의 부패인식지수 조사에서도 한국은 지난해 세계 183개국 가운데 43위로 평가됐다. 경제협력개발기구(OECD) 34개 회원국 중에서는 27위로 최하위권이다. 해마다 부패가 악화되는 추세다. 부패는 대표적인 사회악(惡)이다. 선량한 국민의 권익을 침해하고 국가경쟁력을 떨어뜨려 발전을 저해한다. 부패 척결 없이는 결코 선진국이 될 수 없다. 지금도 부패를 막기 위한 여러 법이 있지만 체계적이지 못하고 실효성도 낮다. 이런 문제점을 해결하기 위해 국민권익위원회원회는 ‘부정청탁 및 이해충돌 방지 법안’을 마련 중이다. 부패를 촉발하는 부정청탁을 금지하고, 공직자들이 부패에 연루될 소지를 차단하면서 처벌을 강화하는 내용이다. 정치권도 부패 근절에 적극 나서야 한다. 새로 출발하는 19대 국회는 강력한 반(反)부패 입법을 최우선 과제로 삼아야 한다. ","(동아일보, 2012-04-25)","동아일보. (2012-04-25). [사설]강력한 反부패 입법, 19대 국회 최우선 과제다."
"     박상조 (사)기업책임시민센터 이사장 전 공정위 상임위원윤리학 원리 중의 하나로 '이중효과의 법칙'이란 것이 있다. 사람이 하는 모든 행위는 의도와는 달라 좋은 결과와 나쁜 결과를 함께 가져온다는 것이다. 경제학에서는 사람의 이런 한계를 인정하면서 정책 수단을 고르는 것을 차선(second best)이란 용어로 표현한다.법률의 제정과 시행도 사람이 하는 행위이니 예외가 될 수 없다. 그러니 법을 만들거나 시행할 때 그 효과에 대해 더 큰 관심을 가져야 할 것이다. 법은 윤리가 아니다. 윤리적 요구는 양심을 통해서 체현하는 것이기 때문이다. 그러나 이 둘을 완전히 분리할 수는 없다. 법이 윤리적인 가치판단과 조화를 이루지 못할 때 법이 원만한 기능을 행사할 수 없다고 한다.공직자윤리법이란 것이 있다. 이 법 제1조에 이런 말이 있다. '퇴직공직자의 취업제한과 행위제한 등을 규정함으로써 공직자의 부정한 재산 증식을 방지하고…' 제4장의 제목은 '퇴직공직자의 취업제한 및 행위제한 등'이라고 하는데 작년에 고친 것으로 나와 있다. 퇴직일부터 2년간 취업할 수 없는 사유와 해당 '사기업체 등'이 열거되어 있다. 2011년 7월 29일 전문을 개정하고 시행일이 2011년 10월 30일인 이 법 맨 끝에 붙은 부칙을 헤아려 보니 1981년에 붙인 부칙을 포함해 38개가 된다.부칙이 38개인 공직자윤리법이 법 적용대상인 '공직자 및 공직후보자'들이 얼마나 많은 문제를 안고 있었기에 이렇게 많은 부칙이 붙었을까? 이 정부 들어서 4년 동안 30대 재벌 계열사는 359개가 늘어나 1150개에 이른다고 한다. 그런데 다수의 재벌기업 계열사가 재벌 감시 업무를 다루는 공정위 퇴직공무원을 사외이사나 고문으로 위촉하고 있다고 한다. 공정위 퇴직자라 해서 재벌회사에 가지 말아야 할 이유도 없고, 법률회사나 법률사무소 등 '법무법인'에 가서는 안될 이유도 없어보인다. 둘 다 '사기업체 등'에 속하기는 마찬가지이기 때문이다. 그러나 국민의 입장에서 공정위 퇴직자가 갈 수 있는 두 유형의 '사기업체 등'을 비교해 볼 때 어느 곳에 가는 것이 더 공익에 이바지하거나, 반대로 공익을 덜 해칠까? 건전한 상식이 있는 사람이라면 재벌회사보다는 법률회사나 법률사무소가 나을 것이라 생각할 것이다. 변호사 회계사 세무사 법무사 자격증을 가진 공정위 퇴직자는 자격정지가 되어 이 법이 규정한 회사나 법무법인, 회계법인과 같은 '사기업체 등'에 취업할 수 없는가? 다른 사법부나 입법부, 행정부의 다른 부처에 근무했던 같은 자격증을 가진 사람들과 어떤 차이가 있는가? 없다면 왜 없는가를 자세히 밝혀야 할 것이다. 재벌감시업무를 하던 공정위 퇴직자가 재벌계열사에 간다는 것은 부자연스럽다. 공정위에서 일하던 공무원 퇴직자라면 '법무법인 등'에 가는 것이 차라리 자연스럽다. 공정위에서 근무하는 공직자 중에 혹시라도 퇴직 후 취업이 걱정이 되어 재벌감시 업무를 소홀히 하거나 극단적인 경우 감시가 아닌 보호자 역할을 하지 않을까 걱정이 되기 때문이다. '재벌'보다는 '로펌'이 그나마 낫다더 젊잖게 말해서 '공익과 사익의 이해충돌'이 일어나 '국민에 대한 봉사자로서 가져야 할 공직자의 윤리'가 확립되기는커녕 무너질까 하는 걱정이 앞서기 때문이다. 정부는 당장 공정거래위원회를 풀어주어야 할 것이다. 공정위 퇴직자를 반강제적으로 재벌계열사로 내모는 행위를 당장 중지해야 할 것이다.","(내일신문, 2012-05-01)",내일신문. (2012-05-01). [경제시평] 누가 공정위를 재벌 앞잡이로 내모나.
 지난 8일 감사원은 지난해 145개 공공기관을 대상으로 실시한 이해충돌방지법으로 내몬 책임은 누구도 아닌 공직자들 스스로에게 있다.,"(서울신문, 2012-06-22)","서울신문. (2012-06-22). [데스크 시각] 공직사회, 규제의 지뢰밭 벗어나려면/황수정 정책뉴스부 차장."
" 국민권익위원회원회(위원장 김영란)가 반(反)부패 드라이브에 박차를 가하고 있다. 대통령 선거를 앞둔 정권 후반기 공공기관과 공무원의 동요를 미리 차단하고 여론을 환기시켜 놓지 않으면 자칫 고질적인 부패 관행이 되풀이될 수 있다는 우려 때문이다.국민권익위원회 반부패 드라이브의 핵심은 일명 이해충돌방지법을 이달 중 입법예고하기로 했다”며 “입법예고를 계속 늦춰 왔으나 더 이상은 미루기 어렵다는 결론을 내렸다”고 말했다. 국민권익위원회는 법안을 40일간 입법예고한 뒤 국무회의 심의·의결 등을 거쳐 오는 9월쯤 국회에 제출할 방침이다.대가성이 없더라도 공무원이 100만원 이상의 금품·향응을 받거나 요구하면 처벌하도록 하는 등 한층 강화된 반부패 의지를 담은 이 법안은 지난해 1월 김영란 위원장이 취임한 이후 의욕적으로 추진돼 왔다. 김 위원장은 지난해 6월 국무회의에서 이 법안을 제안했다가 “청탁과 민원을 어떻게 구분하느냐” “건전한 의사소통을 위한 만남까지 막을 수는 없지 않느냐”는 등의 정부 안팎의 반대에 직면했다. 김 위원장은 정부 및 정치권 일각의 반발에도 불구하고 1년여 이상 토론회와 부처 간 협의 등을 통해 추진 의지를 꺾지 않았다.국민권익위원회는 또 한편으론 공공기관 및 고위공직자 등에 대한 청렴도와 반부패 경쟁력 평가를 계속 확대하면서 공직사회 분위기를 다잡고 있다. 국민권익위원회는 이날 82개 공공기관의 고위공직자 2200여명을 대상으로 청렴도를 평가한다고 발표했다. 평가 대상에는 법무부와 행정안전부, 시교육청, 한국철도공사 등 82개 공공기관에서 근무하는 고위공직자 1200여명과 12개 시·도교육청 소속 국공립 학교장 1000여명 등이 포함됐다.국민권익위원회는 앞서 지난 12일엔 기초지방자치단체와 지방 공기업, 지자체 출연기관까지 포함한 공공기관 반부패 경쟁력 평가 계획을 발표했고, 지난달 28일엔 대와 한국과학기술원(KAIST) 등 전국 36개 국공립대도 청렴도 평가 대상에 포함시킨다고 발표 했다. ","(국민일보, 2012-07-18)","국민일보. (2012-07-18). 권익위, 고위공직자 2200명 청렴도 평가."
" 앞으로는 공직자가 100만 원을 넘는 금품이나 향응을 제공받으면 대가성이 없어도 형사처벌을 받게 될 것으로 보인다. 또 공직자에게 직무와 관련된 부정청탁을 한 사람은 금품을 전달하지 않았다고 해도 과태료를 물게 될 것 같다.국민권익위원회원회는 16일 이런 내용을 핵심으로 하는 이해충돌방지법으로 통하는 이 법은 22일부터 40일 동안 입법예고되고 올해 안에 국회에 제출된다.제정안에 따르면 공직자가 사업자나 다른 공직자로부터 100만 원을 초과하는 금품을 수수·요구·약속한 경우에는 직무관련성이나 대가성이 없어도 3년 이하의 징역 또는 수수한 금품의 5배에 해당하는 벌금을 내야 한다. 이는 공직자에게 금품을 제공한 사람도 마찬가지다.현행 형법의 수뢰죄로는 대가성이 인정되지 않으면 형사처벌하기 어렵다는 약점을 보완한 것이다. 국민권익위원회는 이 법안이 제정되면 스폰서, 떡값 수수 등 부패 관행이 크게 개선될 것으로 기대했다.  ","(문화일보, 2012-08-16)",문화일보. (2012-08-16). “공직자 100만원이상 수수땐 대가성 없어도 형사처벌”.
"  국민권익위원회 ‘청탁 방지법’ 입법예고대가성 상관없이 징역3년 이하 국민권익위원회원회(위원장 김영란)는 공직자들이 100만원 이상의 금품이나 향응을 받으면 대가성이 없더라도 처벌할 수 있도록 하는 내용의 ‘부정청탁 금지 및 공직자의 이해충돌 방지법’(부정청탁 금지법) 제정안을 22일부터 40일 동안 입법 예고한다고 16일 밝혔다.　국민권익위원회 박계옥 부패방지국장은 “부정청탁 금지법이 제정되면 공직자가 100만원을 넘는 금품을 받거나 금품을 요구하거나 약속받는 경우, 직무관련성이나 대가성이 없더라도 3년 이하의 징역이나 받은 금품의 5배에 해당하는 벌금에 처해진다”고 말했다. 또 공직자에게 금품을 제공한 사람도 같은 처벌을 받게 된다. 다만, 100만원 이하의 금품을 받으면 징역이나 벌금이 아닌 5백만원 이하의 과태료 처분을 받게 된다.　이번 법안이 제정되면 평소에 꾸준히 금품·향응을 제공하는 이른바 ‘스폰서’나 명절이나 특별한 때에 금품을 제공하는 이른바 ‘떡값’ 등 고질적 부패 관행을 개선할 수 있을 것으로 보인다. 현행 형법의 뇌물 수수 관련 규정은 공직자가 금품을 받았더라도 직무관련성이나 대가성이 입증되지 않으면 처벌하기 어렵게 돼 있다.　또 공직자가 부정청탁에 따라 위법·부당하게 직무를 처리하면 2년 이하의 징역이나 2천만원 이하의 벌금에 처해진다. 이해 당사자가 제삼자를 통해 공직자에게 부정청탁을 하거나 제삼자가 자신의 일이 아닌데도 공직자에게 부정청탁을 하면 과태료를 물리도록 했다. 특히 제삼자가 공직자라면 일반인보다 더 무거운 과태료를 내야 한다. 따라서 공직자는 부정청탁을 받으면 명확한 거절 의사를 표시해야 하고, 그럼에도 부정청탁이 거듭되면 이를 기관장에게 서면으로 신고해야 한다. 　박 국장은 “기존의 형법이나 공직자윤리법, 국민권익위원회법, 공직자 행동 강령 등이 통제하지 못해온 부패의 사각지대를 없애려는 것이 이번 법안의 취지”라고 설명했다. 형법보다 강화된 이 법안에 대해 법무부의 한 관계자는 “아직 입법 예고 단계이기 때문에 조금 더 경과를 지켜보겠다”고 신중한 의견을 밝혔다.　이 법안은 입법 예고와 규제개혁위원회, 법제처, 국무회의를 거쳐 국회에 제출될 계획이다. 이 법안이 국회를 통과하면 공직자들의 적응을 위해 공포 1년 뒤부터 시행하고, 금품수수 금지와 부정청탁 금지는 시행 1년 뒤부터 적용할 계획이다.  ","(한겨레, 2012-08-16)","한겨레. (2012-08-16). 공직자, 100만원 이상 ‘떡값’ 무조건 처벌."
 국민권익위원회원회가 지난해 6월부터 추진해왔던 이해충돌방지법로 전락하거나 국회 통과가 무기한 지연될 가능성도 제기되고 있다. ,"(국민일보, 2012-08-16)",국민일보. (2012-08-16). 공직자 부정청탁 금지 ‘김영란법’ 22일 입법예고… 100만원 이상 금품수수 무조건 처벌.
"  국민권익위원회원회가 어제 이해충돌방지법(일명 김영란법)을 22일자로 입법예고한다고 밝혔다. 이 법안은 대법관 출신인 김영란 국민권익위원회원장이 공직사회의 청탁·부패 행위 근절을 위해 지난해 6월부터 역점을 두고 추진해온 것이다. 하지만 공직사회 내부의 반대의견이 만만치 않아 18대 국회가 끝나도록 법안을 제출하지 못하다 이제야 제정 단계에 들어섰다. 이 법안은 기존의 부패방지 관련법이 지나치게 추상적이고 포괄적인 점을 보완해 실효성을 크게 높였다. 공직자가 100만원이 넘는 금품이나 향응을 받으면 직무관련성이나 대가성 여부와 관계없이 형사처벌하도록 한 것 등은 좋은 예다. 대가성 문제는 그동안 정치인과 공직자들이 뇌물수수죄의 법망을 교묘히 빠져나가는 좋은 변명거리였다. 당장 이명박 대통령의 친형인 이상득 전 의원만 해도 저축은행과 기업 등으로부터 거액을 받은 사실을 인정하면서도 대가성이 없다고 강변하고 있다. 제삼자를 통한 부정청탁 행위를 엄격히 금지한 것이나, 공직자의 이해충돌 방지를 위해 자신 또는 가족의 이해관계가 걸린 직무를 맡지 못하게 한 것 등도 의미있는 진전이다. 이 법안이 어렵사리 입법예고됐지만 공직사회 일각의 반대 기류가 완전히 가라앉지는 않은 모양이다. “현실을 너무 무시한 법안이다” “금품이 오가지 않았는데도 부정청탁을 했다고 처벌하는 것은 지나치다”는 등의 불만이 적지 않다고 한다. 하지만 국민이 이런 불평을 어떻게 느낄지 생각해보면 참으로 터무니없는 반대 논리다. 이런 느슨한 태도가 바로 공직사회가 부패와 온정주의, 봐주기, 직권남용 등의 늪에서 헤어나지 못하는 가장 큰 이유다. 국제투명성기구가 지난해 발표한 국가별 부패인식지수(CPI)를 보면 한국은 전년도보다 네 단계나 떨어져 183개국 중 43위에 머물렀다. 경제협력개발기구(OECD) 회원국 34개국 중에서는 27위로 완전히 바닥권이다. 아시아 지역의 다른 나라들은 청렴도가 점점 높아지는데 한국은 2008년 이후 오히려 악화일로에 있다. 우리 사회가 부패의 고리를 끊어내고 한 단계 전진하기 위해서는 김영란법 제정이 오히려 너무 늦은 감이 있다.  ","(한겨레, 2012-08-16)",한겨레. (2012-08-16). [사설] 공직자 부패 근절 기대 높이는 ‘김영란법’ 제정.
" 앞으로 공직자가 100만원을 초과하는 금품이나 향응을 제공받으면 대가성이 없더라도 형사처벌을 받게 될 전망이다. 또 공직자에게 청탁을 하면 금품제공 여부와 상관 없이 과태료를 물게 된다.국민권익위원회원회는 16일 이 같은 내용의 이해충돌방지법으로도 불린다.제정안은 공직자가 사업자나 다른 공직자로부터 100만원을 초과하는 금품을 수수하거나 요구, 약속한 경우에는 직무관련성이나 대가성이 없어도 3년 이하 징역 또는 수수 금품의 5배에 해당하는 벌금형에 처하도록 했다.제삼자를 통해 부정청탁을 하는 행위도 엄격하게 금지하기로 했다. 이해당사자가 제삼자를 통해 부정청탁을 하는 것은 물론, 제삼자가 공직자에게 직간접적으로 청탁을 하더라도 과태료를 물어야 한다.이번 제정안이 원안대로 국회를 통과할지는 미지수다. 부정청탁과 금품수수 금지 대상에는 국회의원도 포함돼 있어 국회 처리 과정에서 진통이 예상된다.  ","(세계일보, 2012-08-16)","세계일보. (2012-08-16). 권익위, 공직자 비리근절 '김영란법' 발의."
" 앞으로 공직자가 100만원이 넘는 금품이나 향응을 받으면 직무관련성과 대가성 여부와 상관없이 처벌받게 될 것으로 보인다. 또 금품이 오가지 않았더라도 공직자에게 부정청탁을 한 사람도 과태료를 물게 될 것 같다.국민권익위원회원회는 이 같은 내용을 골자로 한 이해충돌방지법으로 통하는 이 법안은 기존의 부패 방지를 위해 마련된 관련 법령의 한계를 보완한 것으로 부패의 사각지대를 없애는 데 초점을 맞췄다.제정안에 따르면 공직자가 사업자나 다른 공직자로부터 100만원을 초과하는 금품을 수수·요구·약속한 경우 직무관련성이나 대가성이 없어도 3년 이하의 징역에 처해지거나 수수한 금품의 5배에 해당하는 벌금을 내야 한다. 이는 공직자에게 금품을 제공한 사람도 마찬가지이다. 100만원 이하의 금품을 수수한 경우 500만원 이하의 과태료를 물린다. 제삼자를 통해 부정청탁을 하는 행위도 금지된다. 부정청탁은 공직자에게 법령을 위반하게 하거나 공정한 직무수행을 저해하는 청탁이나 알선을 하는 행위다. 이해 당사자가 제삼자를 통해 공직자에게 부정청탁을 하거나 제삼자가 자기 일이 아닌데도 직·간접적으로 공직자에게 부정청탁을 하는 경우 과태료를 물어야 한다. 제삼자가 공직자라면 일반인보다 더 많은 과태료를 물어야 한다.또 공직자가 부정청탁에 대해 명확히 거절 의사를 표했는데도 청탁이 반복되면 이를 소속 기관장에게 서면으로 신고하도록 했다. 만약 공직자가 부정청탁을 받고 위법·부당하게 직무를 처리하면 2년 이하의 징역 또는 2000만원 이하의 벌금에 처해진다.국민권익위원회는 차관급 이상이나 지방자치단체장 또는 공공기관의 장 등 고위 공직자가 신규 임용되면 민간 부문에서 재직하던 때의 이해관계를 신고하고, 임용 후 2년 동안 이해관계가 있는 특정직무를 수행하지 못하도록 했다. ","(서울신문, 2012-08-17)",서울신문. (2012-08-17). 100만원 넘는 금품 수수땐 공직자 대가성 없어도 처벌.
" ■ 국민권익위원회 “부정청탁금지법 22일 입법예고”2010년 사회적 이슈가 됐던 이른바 이해충돌방지법는 의견을 밝히고 있고, 연말 대선 등 정치 일정도 맞물려 있어 법안이 최종 통과되기까지는 시간이 걸릴 것이라는 전망도 나온다. ","(동아일보, 2012-08-17)",동아일보. (2012-08-17). 대가성 없어도 돈받은 공직자 무조건 처벌… 김영란法 만든다.
 국민권익위원회원회는 그제 공직사회의 금품수수와 청탁 관행에 제동을 걸기 위해 이해충돌방지법  ,"(경향신문, 2012-08-17)",경향신문. (2012-08-17). [사설]투명한 공직사회 위해 ‘김영란 법’ 필요하다.
" “저도 판사 시절 청탁 꽤 받아봤어요.”김영란 국민권익위원회원장이 과거 청탁을 받았던 경험을 털어놨다. 이해충돌방지법이라고 하더라”며 “이해당사자의 직접적이고 노골적인 청탁보다 이런 청탁이 더 문제가 될 수 있다는 인식이 느껴졌다”고 전했다.시민단체 대표들은 김 위원장으로부터 법안 설명을 듣고 “환영한다. 같이 노력하자”고 덕담을 하면서도 “이 법안만으로 모든 문제를 해결하기 어렵다”며 정책 제안을 하기도 했다. 공무원 신분은 아니지만 국책사업의 평가·심의·결정 역할을 맡는 민간위원들의 이해충돌 행위, 퇴직공무원들로 인해 발생되는 문제 등도 거론됐다.김거성 회장은 “정부와 시민단체가 이 법안의 의미와 중요성에 대해 공감했다는 점은 큰 성과”라며 “시민단체들은 다음 달 반부패 토론회를 갖는 등 본연의 노력을 하는 동시에 이 법안이 어떻게 논의되는지 감시할 것”이라고 말했다. ","(국민일보, 2012-08-23)",국민일보. (2012-08-23). 김영란 위원장 “판사시절 ‘광의의 청탁’ 꽤 받아”…은근한 청탁 문제점 지적.
 김영란 국민권익위원회원장(사진)이 26일 남편 강지원 변호사의 대선 후보 등록에 따라 공직을 떠났다.김 위원장은 이날 이임식에서 “국민권익위원회의 일원으로 함께한 1년11개월의 시간은 보람 있고 행복한 나날이었다”며 “국민권익위원회가 이해충돌방지법  ,"(경향신문, 2012-11-26)",경향신문. (2012-11-26). 공직 떠나는 김영란 권익위원장 “내가 없어도 ‘김영란법’ 빨리 처리되길”.
" 김영란 국민권익위원회원회 위원장이 26일 남편 강지원 변호사의 대선 출마로 또다시 사의를 표명한 것에 대해 이명박 대통령은 김 위원장의 뜻을 받아들여 사직서를 수리했다. 김 위원장은 이날  서대문구 통일로의 국민권익위원회 청사에서 이임식을 갖고 1년 11개월간의 행정부 기관장으로서의 업무를 마무리했다. 1979년 9월 사법시험 합격과 함께 시작된 그의 33년 공직생활이 막을 내렸다. 김 위원장은 이임식에 들과 만나 “지난 20일 청와대에 두 번째 사표를 냈다.”며 “남편이 26일 대통령 후보 등록을 마치고 선거기탁금 5억원도 내면서 사표가 수리됐다.”고 말했다. 그는 지난 9월 4일 남편이 대선 출마를 언론에 발표하자 국정에 누를 끼치지 않겠다며 사직서를 제출했으나 청와대는 이를 반려한 바 있다. 이후 남편 강 후보도 사직서 수리를 공개적으로 요구했다.김 위원장은 27일부터 떠나는 오스트리아 반부패아카데미 출장을 끝으로 공식업무를 마감한다. 그는 “안 가려다가 신생 국제기구라서 국익을 위해 어쩔 수 없이 가게 됐다.”고 설명했다. 출장에서 돌아오면 서강대 로스쿨과 계약 기간이 남아 있어 학교에서 오라고 하면 가겠다고 밝혔다. 다시 공직을 맡는 일은 없을 것이라고 강조했다.김 위원장은 “대통령이 처음 사표를 반려한 이유는 이해충돌방지법(일명 김영란 법)을 잘 마무리하고 떠나란 것이었는데, 현재 법안이 관계기관 간에 협의 중이고 총리실도 도와주겠다고 해서 제가 없어도 차근차근 갈 것”이라고 밝혔다. 김 위원장은 특히 “성추문에 휩싸인 초임 검사 사건이나 뇌물 검사 사건을 보니 공무원들의 업무를 매뉴얼로 만든 청탁금지법이 더 필요해진 것 같다.”고 강조했다. 이어 “청탁금지법은 처벌법이 아니라 매뉴얼 법으로 매뉴얼 없이 도덕적 기준을 강조하거나 사후 통제하기에는 공무원 수가 너무 많다.”고 덧붙였다. ","(서울신문, 2012-11-27)",서울신문. (2012-11-27). “제가 떠나도 청탁금지법 등 잘될 것”.
" 홍정기/2008년 2월 29일, 이명박 정부가 출범 닷새째에 신장…아니, 확장 개업한 국민권익위원회원회는 그날부터 거북스러운 하이브리드 조합이었다. 근거법의 실명부터 그랬다. 이해충돌방지법은 10월 2일 그 예고기간이 끝났었다. 그러나 권재진 장관의 법무부 그 역풍에 밀려 저만치 물러나 있다.이 정부는 김영란법에 탄력을 더해 반부패법 체계의 일환으로 다듬은 뒤 차기 정부로 이관하길 바란다. 김 위원장이 지난달 16일 퇴임하면서 간곡하게 당부한 것도 바로 그 법 제정이었으니만큼.","(문화일보, 2012-12-10)",문화일보. (2012-12-10). <시론>‘反부패위원회’ 되살려라.
" 이성보 신임 국민권익위원회원장은 11일 “이해충돌방지법(일명 김영란법) 제정에 노력해 청탁 관행 근절을 위한 인프라를 공고히 해야 한다”고 말했다.이 위원장은 이날 국민권익위원회 청사에서 열린 취임식에서 “귄익위는 국민의 눈높이에서 국민의 권리와 이익을 보호하며 청렴한 사회 구현을 위한 정책기반을 마련해야 한다”며 이같이 밝혔다. 그러면서 “다수결의 원칙이 지배하는 사회에서 사회적 약자의 권리가 부당하게 침해되지 않도록 보호하는 것 또한 국민권익위원회의 사명”이라며 “국민권익위원회가 업무를 수행하는 데 있어 어떤 형식의 부당한 영향도 받지 않도록 노력하겠다”고 강조했다.이 위원장은 이어 “사회갈등에 선제적으로 대응해 범국가적 차원의 갈등해결 인프라를 구축해 나가야 한다”며 “국민권익위원회는 국민과 행정기관의 가교 역할을 충실히 수행하고, 국민에게 봉사하는 공직자로서의 자세를 갖춰야 한다”고 밝혔다.","(국민일보, 2012-12-11)",국민일보. (2012-12-11). 이성보 신임 국민권익위원장 “공직자 청탁 관행 근절 위한 인프라 공고히 해야”.
 공무원이 감독 대상인 업체 관계자에게 자녀 결혼식 청첩장을 떠안기고 받은 축의금도 뇌물이라는 법원의 심판은 시민 일반의 일상 체감과 상식을 법의 이름으로 재확인한 의미를 지닌다. 중앙지법 형사합의21부는 행정조치를 무마해주고 뇌물을 받아 챙긴 지방고용노동청 소속 50대 5급 공무의 수뢰 후 부정처사 죄책을 물어 유죄를 선고하면서 공소사실에 포함된 축의금 수수 부분도 뇌물로 인정했다고 3일 밝혔다.뇌물죄는 직무행위의 불가매수성(不可買收性)에 대한 공공의 신뢰가 직접적 보호 법익이다. 문제는 부정한 이익과 사교적 의례(社交的 儀禮) 사이의 현실적 경계선이다. 이번 사건에서도 피고인은 이해충돌방지법 제정을 위한 추가 동력이 되길 바란다.,"(문화일보, 2013-01-04)",문화일보. (2013-01-04). <사설>공무원이 청첩장 떠안기고 받은 축의금도 뇌물이다.
 이해충돌방지법(김영란법)이 하루빨리 추진돼야 한다”고 제언했다. ,"(서울신문, 2013-02-21)",서울신문. (2013-02-21). [뉴스 분석] ‘후안무치’ 공직 후보자.
" 최근 이해충돌방지법을 제정했다. 미국은 이때부터 한 사람이 이해가 충돌하는 양측을 모두 대변하는 것을 금지해 왔다. 그러한 행위가 공공의 입장에서 피해를 끼친다는 것이다. 이런 전통 속에 미국의 고위 공직자는 자신의 공직과 긴밀히 연결된 일에는 영구적으로 취업을 금지당한다. 그리고 그 외 다른 일에는 업무 연관성에 따라 2년 제한, 1년 제한, 적용 제외로 차등 적용받는다.일본에서는 고위공직자가 정년 전에 퇴직할 경우, 주위의 시선이 좋지 않아서 웬만해선 나오지 않는 문화가 있다고 한다. 물론 한국은 일본과 문화가 다르다. 그러나 국가가 국민을 위해 봉사하라는 의미에서 공무원 직의 정년을 보장하고, 공무원 연금으로 노후를 보장하는 것은 같다. 적어도 공직자가 국민의 봉사자라면 고위공직자가 공직에 있을 때보다 더 많은 돈을 벌고자, 이제까지 공직활동과 이해충돌이 있을 수밖에 없는 회사에 취업을 하고자 퇴직을 해서는 안된다.","(경향신문, 2013-02-28)",경향신문. (2013-02-28). [전관예우 ‘고리’를 끊자]기고 - 고위 공직자 취업 심사 강화해야.
 ㆍ논의 중인 이해충돌방지법도 법조계 비리 근절안이다.,"(경향신문, 2013-02-28)",경향신문. (2013-02-28). [전관예우 ‘고리’를 끊자]부정청탁 방지 ‘김영란법’ 등 입법까진 ‘산 넘어 산’.
 공직사회에서 이해충돌방지법가 포함된 만큼 김영란법 도입 가능성은 크다”고 전망했다. ,"(서울신문, 2013-03-02)",서울신문. (2013-03-02). [커버스토리-전관예우 공화국] ‘부정청탁 차단’ 김영란법의 태생적 한계.
 앞으로 공직자가 이해충돌방지법(가칭) 제정안을 6월까지 국회에 제출하겠다고 밝혔다. 국민권익위원회는 이날 2013년 업무보고에서 박근혜 대통령에게 이 같은 내용을 뼈대로 한 부패방지 대책을 보고했다. 이 위원장은 “공직자의 청탁·알선 및 금품수수에는 단 1%의 예외를 두지 않고 청렴하고 깨끗한 정부를 구현하겠다”며 이 같이 밝혔다.  ,"(문화일보, 2013-04-08)",문화일보. (2013-04-08). 공직자 대가성 없는 금품수수 약속만 해도 형사처벌 받는다.
